family,memory_heap_alloc,network_received_bytes,network_transmitted_bytes,api_crypto_calls
slocker,14527,0,0,0
slocker,14561,0,0,0
slocker,14689,0,0,0
slocker,12624,0,0,0
slocker,26781,0,0,0
slocker,11088,0,0,0
jisut,13363,0,0,0
slocker,12253,0,0,0
jisut,23475,0,0,18
slocker,12289,0,0,0
slocker,18249,0,0,4
congur,12225,0,0,0
slocker,13013,0,0,0
lockscreen,28009,0,0,0
lockscreen,12475,0,0,0
slocker,11722,0,0,0
lockscreen,13939,0,0,0
smsspy,6225,0,0,0
smsspy,6213,0,0,0
slocker,12331,0,0,0
congur,17889,0,0,0
jisut,12312,0,0,0
lockscreen,14284,0,0,0
koler,14088,0,0,0
smsspy,7603,0,0,0
lockscreen,12153,0,0,0
congur,14429,0,0,0
lockscreen,31980,0,0,0
smsspy,6032,0,0,0
lockscreen,30319,0,0,0
jisut,30625,0,0,0
jisut,18328,0,0,0
jisut,22418,0,0,0
congur,13668,0,0,0
lockscreen,33025,0,0,0
<unknown>,12186,0,0,0
slocker,12208,0,0,0
jisut,14913,0,0,4
slocker,4840,0,0,0
lockscreen,28906,0,0,0
lockscreen,24331,0,0,7
congur,12246,0,0,0
slocker,15778,0,0,4
lockscreen,15660,2718,3234,87
congur,16640,0,0,15
lockscreen,23035,0,0,1
congur,34036,0,0,4
slocker,12260,0,0,0
koler,14299,0,0,0
<unknown>,31545,0,0,0
smsspy,12731,0,300,9
lockscreen,12787,0,0,0
slocker,15576,0,0,4
lockscreen,33416,0,0,0
masnu,28608,9761687,316429,1454
jisut,15911,0,0,47
slocker,19737,0,0,0
slocker,8501,0,0,0
slocker,11436,0,0,0
slocker,46442,0,0,0
jisut,29430,0,0,0
slocker,7324,0,0,0
slocker,11784,0,0,0
smsspy,6046,0,0,0
jisut,13592,0,0,0
slocker,24481,0,0,6
slocker,7502,0,0,0
congur,11561,0,0,0
slocker,11685,0,0,0
congur,33330,0,0,0
jisut,14211,0,0,0
masnu,27530,2862585,140103,1173
congur,17981,0,0,0
lockscreen,15920,0,0,127
lockscreen,26982,0,0,0
slocker,19343,0,0,4
slocker,11631,0,0,0
jisut,15615,0,0,0
jisut,27559,0,0,0
lockscreen,48981,0,0,0
<unknown>,13599,0,0,0
lockscreen,7290,0,0,0
slocker,14388,0,0,4
slocker,17095,0,0,4
<unknown>,7303,0,0,0
slocker,11646,0,0,0
congur,12294,0,0,0
<unknown>,5097,0,0,0
slocker,13445,0,0,4
jisut,19129,0,0,0
jisut,22192,0,0,0
<unknown>,7480,0,0,0
congur,15842,0,0,0
masnu,24221,60961,15097,6012
congur,13528,0,0,0
smsspy,6305,0,0,0
koler,14624,0,0,0
congur,15519,0,0,4
slocker,15197,0,0,4
slocker,16040,0,0,4
slocker,7372,0,0,0
slocker,7435,0,0,0
smsspy,6158,0,0,0
jisut,23944,0,0,0
slocker,7369,0,0,0
jisut,21867,0,0,0
congur,15051,0,0,0
<unknown>,13286,0,0,0
jisut,13641,0,0,0
slocker,12177,0,0,0
congur,15727,0,0,0
slocker,14529,0,0,4
slocker,11553,0,0,0
slocker,12336,0,0,0
slocker,13765,0,0,0
lockscreen,145258,0,0,0
slocker,12757,0,0,0
slocker,12328,0,0,0
slocker,12244,0,0,0
smsspy,4801,0,0,0
slocker,9759,0,0,0
koler,20939,0,0,0
smsspy,13616,0,0,21
slocker,15081,0,0,4
<unknown>,12817,0,0,0
slocker,7542,0,0,0
jisut,21996,0,0,0
lockscreen,17072,0,0,0
<unknown>,22600,0,0,0
slocker,16280,0,0,0
smsspy,6376,0,0,0
slocker,15565,0,0,0
slocker,12132,0,0,0
slocker,15507,0,0,0
slocker,10439,0,0,0
slocker,11753,0,0,0
smsspy,6396,0,0,0
slocker,7348,0,0,0
lockscreen,12223,0,0,0
lockscreen,27872,0,0,0
lockscreen,14767,0,0,4
<unknown>,27662,0,0,0
smsspy,13952,0,0,15
slocker,11610,0,0,0
jisut,27376,0,0,0
slocker,11714,0,0,0
jisut,12193,0,0,0
congur,11620,0,0,0
slocker,13153,0,0,0
congur,14249,0,0,0
jisut,13909,0,0,0
jisut,18189,0,0,0
slocker,12915,0,0,0
slocker,7492,0,0,0
smsspy,6208,0,0,0
lockscreen,12392,0,0,0
congur,14560,0,0,0
slocker,14733,0,0,0
smsspy,12098,6906,2096,0
slocker,12410,0,0,0
lockscreen,35662,0,0,0
jisut,12050,0,0,0
lockscreen,14258,0,0,4
jisut,18980,0,0,0
slocker,12227,0,0,0
smsspy,15100,0,0,0
slocker,11559,0,0,0
lockscreen,22852,0,0,144
koler,22257,0,0,0
lockscreen,23183,0,0,18
slocker,7260,0,0,0
lockscreen,16021,0,0,45
slocker,12187,0,0,0
lockscreen,11258,0,0,0
smsspy,6045,0,0,0
slocker,26284,0,0,8
slocker,7424,0,0,0
slocker,11650,0,0,0
congur,15420,0,0,0
slocker,14846,0,0,4
slocker,8976,0,0,0
slocker,15027,0,0,0
slocker,7323,0,0,0
lockscreen,25319,0,0,0
jisut,16165,0,0,0
smsspy,6333,0,0,0
smsspy,5729,0,0,359
slocker,11597,0,0,0
jisut,19109,0,0,0
slocker,12684,0,0,0
koler,14449,0,0,0
slocker,7495,0,0,0
slocker,13157,0,0,0
jisut,25408,0,0,0
jisut,7523,0,0,0
congur,11758,0,0,0
jisut,21617,0,0,0
jisut,12416,0,0,0
slocker,7219,0,0,0
congur,7863,0,0,0
jisut,24526,0,0,0
lockscreen,22162,0,0,10
slocker,12465,0,0,0
jisut,13471,0,0,0
slocker,12482,0,0,0
lockscreen,29754,0,0,0
slocker,15070,0,0,4
<unknown>,23520,0,0,0
jisut,16517,0,0,0
congur,12953,0,0,0
slocker,19104,0,0,0
jisut,11017,0,0,0
slocker,11782,0,0,0
slocker,14849,0,0,0
jisut,14554,0,0,0
lockscreen,24047,0,0,12
slocker,12093,0,0,0
slocker,11756,0,0,0
jisut,20238,0,0,0
jisut,15761,0,0,0
jisut,29205,0,0,0
<unknown>,6093,0,0,0
smsspy,14329,0,0,0
jisut,14043,11362,8948,168
smsspy,6265,0,0,0
slocker,9058,0,0,0
slocker,11752,0,0,0
jisut,19117,0,0,0
smsspy,6860,0,0,0
slocker,5085,0,0,0
jisut,17826,0,0,0
slocker,18143,0,0,0
congur,7196,0,0,0
slocker,13217,0,0,0
lockscreen,13394,0,0,109
slocker,15545,0,0,4
smsspy,14694,0,0,0
jisut,27001,0,0,0
jisut,20050,0,0,0
slocker,26210,0,0,0
lockscreen,28483,0,0,0
slocker,14375,0,0,0
smsspy,12031,0,0,0
slocker,10320,0,0,0
slocker,7262,0,0,0
slocker,14921,0,0,4
slocker,7228,0,0,0
jisut,11012,0,0,0
slocker,12309,0,0,0
slocker,11629,0,0,0
slocker,25995,0,0,0
slocker,16532,0,0,27
jisut,12982,0,0,0
slocker,12366,0,0,0
koler,28351,0,0,0
slocker,12053,0,0,0
jisut,14846,0,0,0
jisut,16505,0,0,0
slocker,7255,0,0,0
slocker,7395,0,0,0
lockscreen,22495,0,0,152
slocker,15267,0,0,4
jisut,8011,0,0,0
slocker,11935,0,0,0
jisut,23710,0,0,0
lockscreen,12662,0,0,0
lockscreen,19921,0,0,0
lockscreen,12893,0,0,0
jisut,16620,0,0,0
<unknown>,17393,0,0,0
smsspy,6343,0,0,0
<unknown>,13979,0,0,0
slocker,7548,0,0,0
jisut,13797,0,0,0
<unknown>,6088,0,0,0
slocker,8178,0,0,0
slocker,16350,0,0,0
slocker,7407,0,0,0
jisut,12541,0,0,0
<unknown>,21187,0,0,0
slocker,12412,0,0,0
slocker,13249,0,0,0
jisut,13326,0,0,0
smsspy,6140,0,0,0
smsspy,6054,1737608,126998,513
jisut,25347,0,0,0
slocker,12319,0,0,0
smsspy,6110,0,0,0
slocker,12209,0,0,0
congur,7332,0,0,0
smsspy,6806,0,0,0
jisut,21868,0,0,0
lockscreen,25764,0,0,12
jisut,16223,0,0,0
congur,12462,0,0,0
koler,27241,0,0,0
congur,15702,0,0,4
slocker,5128,0,0,0
slocker,12478,0,0,0
congur,13285,0,0,0
slocker,7487,0,0,0
slocker,12262,0,0,0
smsspy,14791,0,0,0
slocker,11616,0,0,0
congur,12969,0,0,0
slocker,16851,0,0,17
slocker,5164,0,0,0
koler,15474,0,0,0
jisut,7263,0,0,0
smsspy,12259,6660,6684,0
slocker,6595,0,0,0
slocker,18368,0,0,4
jisut,12635,0,0,0
slocker,14470,0,0,0
jisut,21693,0,0,0
slocker,14091,0,0,0
slocker,15376,0,0,0
smsspy,18400,0,0,0
<unknown>,17817,0,0,0
<unknown>,12452,0,0,0
lockscreen,12371,0,0,0
slocker,13197,0,0,0
slocker,19508,0,0,0
jisut,22103,0,0,0
slocker,7296,0,0,0
slocker,12844,0,0,0
jisut,11120,0,0,0
slocker,11766,0,0,0
slocker,19839,0,0,0
slocker,12269,0,0,0
congur,13945,0,0,0
jisut,12845,0,0,0
slocker,12788,0,0,0
lockscreen,5660,0,0,0
jisut,19372,0,0,0
congur,12133,0,0,0
jisut,26611,0,0,0
jisut,9839,0,0,0
slocker,16761,0,0,0
lockscreen,16232,0,0,4
congur,14019,0,0,4
slocker,13585,0,0,0
slocker,17815,0,0,58
<unknown>,11768,0,0,0
slocker,12268,0,0,0
slocker,7405,0,0,0
slocker,7427,0,0,0
jisut,8127,0,0,0
slocker,8614,0,0,0
koler,29681,0,0,0
slocker,11638,0,0,0
slocker,13515,0,0,0
<unknown>,6432,0,0,0
slocker,5785,0,0,0
jisut,18268,0,0,0
jisut,16239,0,0,0
jisut,13491,0,0,0
slocker,12871,0,0,0
smsspy,6462,0,0,0
<unknown>,25615,0,0,0
slocker,14813,0,0,4
jisut,13964,0,0,0
slocker,13434,0,0,0
slocker,14486,0,0,3
jisut,7262,0,0,0
congur,14746,0,0,4
koler,14503,0,0,0
lockscreen,26900,0,0,0
lockscreen,12319,0,0,0
slocker,11661,0,0,0
jisut,16390,0,0,0
smsspy,6013,0,0,0
jisut,17189,0,0,0
lockscreen,14647,0,0,43
slocker,13713,0,0,4
congur,21929,0,0,196
congur,21607,0,0,184
jisut,27762,0,0,0
jisut,13776,0,0,0
smsspy,21588,0,1008,0
congur,13998,0,0,4
slocker,20444,0,0,0
smsspy,5999,0,0,0
slocker,12186,0,0,0
jisut,19050,0,0,0
slocker,34327,0,0,6
slocker,13971,0,0,0
smsspy,20723,0,480,0
lockscreen,20500,0,0,9
slocker,12032,0,0,0
slocker,11706,0,0,0
jisut,18753,0,0,0
slocker,15042,0,0,0
slocker,17340,0,0,0
congur,11799,0,0,0
lockscreen,29586,0,0,0
slocker,28623,0,0,0
smsspy,21479,4016,8810,62
slocker,16519,0,0,16
slocker,15721,0,0,0
slocker,8476,0,0,0
jisut,18841,0,0,0
lockscreen,29144,0,0,0
jisut,26992,0,0,0
smsspy,6115,0,0,1055
lockscreen,10136,0,0,0
<unknown>,15541,0,0,0
slocker,24599,0,0,4
slocker,14656,0,0,0
slocker,13044,0,0,0
slocker,11815,0,0,0
congur,13107,0,0,0
jisut,23250,0,0,0
jisut,16822,0,0,0
congur,11583,0,0,0
slocker,15146,0,0,4
lockscreen,26221,0,0,0
slocker,27285,0,0,0
congur,11585,0,0,0
congur,13672,1394,782,4
jisut,10916,0,0,0
<unknown>,8024,0,0,0
smsspy,23526,3422,5726,4
congur,12194,0,0,0
lockscreen,20939,0,0,120
jisut,9866,0,0,0
jisut,19015,0,0,0
slocker,18854,0,0,0
slocker,18218,0,0,5
slocker,14881,0,0,0
koler,14124,0,0,0
jisut,11338,0,0,0
slocker,12309,0,0,0
lockscreen,30499,0,0,0
lockscreen,29721,0,0,0
smsspy,6309,0,0,0
lockscreen,26231,0,0,0
smsspy,12736,0,0,0
jisut,5043,0,0,0
smsspy,23341,1731,2832,2
smsspy,10186,0,0,0
slocker,7183,0,0,0
jisut,11492,0,0,0
smsspy,6343,0,0,0
slocker,11822,0,0,0
slocker,7391,0,0,0
slocker,11656,0,0,0
slocker,7237,0,0,0
lockscreen,32202,0,0,0
jisut,27926,0,0,0
slocker,12355,0,0,0
jisut,18111,0,0,0
smsspy,6432,0,0,0
slocker,42090,3006,5206,10
jisut,26791,0,0,0
jisut,15755,0,0,0
slocker,11704,0,0,0
slocker,18966,0,0,0
slocker,14979,0,0,0
slocker,18646,0,0,13
koler,14455,0,0,0
slocker,11567,0,0,0
slocker,22890,0,0,0
slocker,12129,0,0,0
slocker,11805,0,0,0
jisut,19240,0,0,0
slocker,12358,0,0,0
smsspy,26150,34983,19190,132
jisut,12324,0,0,0
smsspy,5923,0,0,306
slocker,14561,0,0,0
lockscreen,9213,0,0,0
koler,14022,0,0,0
slocker,11815,0,0,0
slocker,23761,0,0,4
slocker,14595,0,0,0
jisut,7990,0,0,0
slocker,14640,0,0,0
congur,16030,0,0,0
slocker,11664,0,0,0
slocker,12227,0,0,0
slocker,11798,0,0,0
jisut,15786,0,0,0
slocker,9897,0,0,0
lockscreen,27161,0,0,0
lockscreen,9202,0,3000,22
congur,18164,0,0,0
slocker,7314,0,0,0
slocker,13974,0,0,4
slocker,24670,0,0,5
jisut,26451,0,0,0
slocker,12290,0,0,0
congur,12968,0,0,0
slocker,13397,0,0,0
slocker,7225,0,0,0
slocker,11611,0,0,0
lockscreen,30328,0,0,0
slocker,16636,0,0,0
jisut,12640,0,0,0
lockscreen,23502,0,0,12
slocker,7318,0,0,0
lockscreen,12344,0,0,0
jisut,13733,0,0,0
smsspy,11456,0,0,0
jisut,17122,0,0,0
lockscreen,27621,0,0,0
slocker,15186,0,0,0
slocker,12539,0,0,0
lockscreen,30818,0,0,0
slocker,12241,0,0,0
slocker,17919,0,0,0
lockscreen,28121,0,0,0
lockscreen,27621,0,0,0
jisut,20655,0,0,0
lockscreen,15732,0,0,4
slocker,12159,0,0,0
jisut,29694,0,0,0
jisut,21368,0,0,0
smsspy,5992,0,0,0
slocker,7371,0,0,0
slocker,12715,0,0,0
smsspy,5960,0,0,0
slocker,16068,0,0,0
jisut,18854,0,0,0
congur,8741,0,0,0
lockscreen,13172,0,0,0
slocker,15674,0,0,4
slocker,16337,0,0,0
jisut,23342,0,0,0
lockscreen,21139,0,0,0
slocker,15713,0,0,0
congur,17887,0,0,0
slocker,8514,0,0,0
slocker,3815,0,0,0
<unknown>,22660,0,0,0
congur,11771,0,0,0
jisut,25338,0,0,0
slocker,13900,0,0,0
jisut,14061,0,0,0
slocker,12443,0,0,0
lockscreen,7228,0,0,0
<unknown>,11940,0,0,0
slocker,11586,0,0,0
slocker,12483,0,0,0
jisut,19412,0,0,0
slocker,18657,0,0,0
lockscreen,16240,0,0,0
jisut,12433,0,0,0
slocker,17790,0,0,4
smsspy,6197,0,0,0
congur,11792,0,0,0
jisut,44299,0,0,0
slocker,14396,0,0,4
slocker,7604,0,0,0
slocker,7292,0,0,0
slocker,15503,0,0,7
congur,18004,0,0,8
slocker,11579,0,0,0
slocker,15575,0,0,0
slocker,9843,0,0,0
lockscreen,30764,0,0,0
smsspy,6076,0,0,0
slocker,12382,0,0,0
smsspy,5927,0,0,0
slocker,12906,0,0,0
lockscreen,23612,0,0,0
smsspy,6018,0,0,1025
lockscreen,7091,0,0,0
slocker,6129,0,0,894
slocker,12873,0,0,0
slocker,12437,0,0,0
slocker,7424,0,0,0
jisut,12426,0,0,0
<unknown>,11619,0,0,0
lockscreen,31269,0,0,0
slocker,15380,0,0,7
slocker,11683,0,0,0
slocker,15364,0,0,0
slocker,25130,0,0,0
congur,14737,0,0,0
slocker,11700,0,0,0
slocker,11615,0,0,0
congur,12421,0,0,0
<unknown>,11675,0,0,0
slocker,12306,0,0,0
slocker,13122,0,0,0
jisut,11225,0,0,0
jisut,16075,0,0,4
slocker,7267,0,0,0
slocker,16413,0,0,0
lockscreen,30157,0,0,0
slocker,16719,0,0,6
jisut,17801,0,0,0
slocker,12614,0,0,0
slocker,21871,0,0,0
slocker,12239,0,0,0
slocker,12577,0,0,0
smsspy,27484,29935,13044,166
jisut,11239,0,0,0
lockscreen,7299,0,0,0
lockscreen,28840,0,0,0
congur,13002,0,0,0
jisut,5048,0,0,0
slocker,12271,0,0,0
slocker,7216,0,0,0
lockscreen,13545,0,0,0
koler,14774,0,0,0
slocker,16725,0,0,7
smsspy,6171,0,0,0
lockscreen,12532,0,0,0
lockscreen,13532,0,0,0
slocker,5166,0,0,0
slocker,13708,0,0,0
slocker,12271,0,0,0
lockscreen,5015,0,0,0
slocker,15814,0,0,0
jisut,17061,0,0,0
slocker,7347,0,0,0
slocker,12312,0,0,0
slocker,23366,0,0,0
jisut,14533,0,0,6
smsspy,5472,0,0,0
slocker,15161,0,0,4
slocker,7318,0,0,0
slocker,12175,0,0,0
jisut,32124,8333,4861,0
slocker,14669,0,0,0
jisut,26319,0,0,0
jisut,20377,0,0,0
slocker,10471,0,0,0
slocker,11678,0,0,0
jisut,17471,0,0,0
slocker,12572,0,0,0
slocker,17133,0,0,4
jisut,12328,0,0,0
smsspy,9843,120,1260,14
lockscreen,28405,0,0,0
slocker,12316,0,0,0
slocker,15661,0,0,0
jisut,11555,0,0,0
jisut,31332,0,0,0
jisut,15477,0,0,0
smsspy,6138,0,0,0
<unknown>,13915,0,0,21
slocker,26124,0,0,7
slocker,7325,0,0,0
slocker,12286,0,0,0
congur,21566,0,0,182
slocker,14352,0,0,4
slocker,12942,0,0,0
slocker,14924,0,0,4
slocker,14962,0,0,4
slocker,11659,0,0,0
jisut,16953,0,0,0
slocker,11684,0,0,0
slocker,16916,0,0,0
slocker,6215,0,0,0
slocker,12291,0,0,0
slocker,7324,0,0,0
slocker,12181,0,0,0
slocker,16686,0,0,0
jisut,27218,0,0,0
<unknown>,7424,0,0,0
jisut,27528,0,0,0
slocker,5693,0,0,0
slocker,12399,0,0,0
lockscreen,36555,0,0,0
slocker,21513,0,0,0
lockscreen,12471,0,0,0
<unknown>,28278,0,0,0
lockscreen,13454,0,0,0
slocker,11619,0,0,0
congur,22278,0,0,0
<unknown>,13784,0,0,15
koler,28093,0,0,0
smsspy,4763,0,0,0
koler,13985,0,0,0
smsspy,13114,0,0,0
slocker,13485,0,0,0
lockscreen,12601,0,0,0
jisut,27119,0,0,0
koler,28852,0,0,0
lockscreen,12279,0,0,0
lockscreen,31032,0,0,0
slocker,5849,0,0,0
slocker,12406,0,0,0
slocker,7316,0,0,0
slocker,14112,0,0,0
slocker,11609,0,0,0
smsspy,10106,0,0,0
koler,14283,0,0,0
lockscreen,29578,0,0,0
lockscreen,27535,0,0,0
jisut,27069,0,0,0
<unknown>,29096,0,0,0
lockscreen,27248,0,0,0
slocker,8788,0,0,0
jisut,13683,0,0,0
slocker,5785,0,0,0
smsspy,23724,0,0,0
koler,28653,0,0,0
slocker,12243,0,0,0
koler,21375,0,0,0
slocker,14781,0,0,4
slocker,12588,0,0,0
slocker,12471,0,0,0
slocker,20226,0,0,0
slocker,7336,0,0,0
smsspy,6248,0,0,0
jisut,11158,0,0,0
koler,13875,0,0,0
lockscreen,29778,0,0,0
lockscreen,7260,0,0,0
slocker,15361,0,0,4
smsspy,6021,0,0,0
lockscreen,22955,0,0,12
lockscreen,25221,0,0,0
slocker,7414,0,0,0
congur,17911,0,0,0
slocker,23398,0,0,0
jisut,16310,0,0,0
slocker,12150,0,0,0
slocker,12172,0,0,0
congur,12239,0,0,0
smsspy,6028,0,0,0
jisut,20699,0,0,0
smsspy,6167,0,0,0
masnu,10932,129058,16660,3799
slocker,12368,0,0,0
congur,11646,0,0,0
<unknown>,5071,0,0,0
lockscreen,11657,0,0,0
smsspy,5976,0,0,0
slocker,7309,0,0,0
jisut,23341,0,0,0
slocker,13339,0,0,0
slocker,12341,0,0,0
lockscreen,11610,0,0,0
lockscreen,26706,0,0,0
smsspy,6198,0,0,0
smsspy,6053,0,0,0
slocker,13424,0,0,0
congur,12396,0,0,0
slocker,27116,0,0,0
congur,21772,0,0,196
slocker,12252,0,0,6
slocker,29772,0,0,0
jisut,13137,0,0,0
slocker,12821,0,0,0
smsspy,6231,0,0,0
slocker,7401,0,0,0
congur,20868,0,0,0
slocker,11545,0,0,0
jisut,18862,0,0,0
jisut,5085,0,0,0
slocker,12305,0,0,0
smsspy,6276,0,0,0
slocker,13315,0,0,0
congur,4903,0,0,0
smsspy,9779,0,0,0
slocker,11703,0,0,0
smsspy,14105,0,0,101
<unknown>,15114,0,0,4
slocker,15194,0,0,4
jisut,94223,0,0,3
congur,19601,0,0,19
lockscreen,15205,0,0,4
slocker,7338,0,0,0
slocker,3885,0,0,0
congur,11784,0,0,0
jisut,23781,0,0,220
lockscreen,28706,0,0,0
lockscreen,14077,0,0,0
slocker,9102,0,0,0
slocker,12349,0,0,3
koler,28764,0,0,0
lockscreen,31430,0,0,0
jisut,11173,0,0,0
